id,	xcor,	ycor,	size,	capacity,	hidden-places,	info,	lock?, reacheables, exits_routes, rooms_routes
32.1,32.0,13.0,1.0,10.0,1.0,0.0,1.0,[ 11.5 ],[ [ 32.1  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 32.1  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 32.1  11.5  11.6  46.1  49.01 ] ],[ [ 32.1  11.5  11.6  46.1  10.5  21.1 ]  [ 32.1  11.5  11.6  46.1  10.5  22.1 ]  [ 32.1  11.5  11.6  46.1  10.5  10.6  23.1 ]  [ 32.1  11.5  11.6  46.1  10.5  10.6  24.1 ]  [ 32.1  11.5  11.4  31.1 ]  [ 32.1 ]  [ 32.1  11.5  33.1 ]  [ 32.1  11.5  11.6  34.1 ]  [ 32.1  11.5  11.6  35.1 ]  [ 32.1  11.5  11.6  11.7  36.1 ]  [ 32.1  11.5  11.6  11.7  37.1 ]  [ 32.1  11.5  11.6  46.1  47.1 ]  [ 32.1  11.5  11.6  46.1  48.1 ] ]
33.1,33.0,13.0,1.0,10.0,1.0,0.0,1.0,[ 11.5 ],[ [ 33.1  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 33.1  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 33.1  11.5  11.6  46.1  49.01 ] ],[ [ 33.1  11.5  11.6  46.1  10.5  21.1 ]  [ 33.1  11.5  11.6  46.1  10.5  22.1 ]  [ 33.1  11.5  11.6  46.1  10.5  10.6  23.1 ]  [ 33.1  11.5  11.6  46.1  10.5  10.6  24.1 ]  [ 33.1  11.5  11.4  31.1 ]  [ 33.1  11.5  32.1 ]  [ 33.1 ]  [ 33.1  11.5  11.6  34.1 ]  [ 33.1  11.5  11.6  35.1 ]  [ 33.1  11.5  11.6  11.7  36.1 ]  [ 33.1  11.5  11.6  11.7  37.1 ]  [ 33.1  11.5  11.6  46.1  47.1 ]  [ 33.1  11.5  11.6  46.1  48.1 ] ]
34.1,35.0,13.0,1.0,20.0,1.0,0.0,1.0,[ 11.6 ],[ [ 34.1  11.6  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 34.1  11.6  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 34.1  11.6  46.1  49.01 ] ],[ [ 34.1  11.6  46.1  10.5  21.1 ]  [ 34.1  11.6  46.1  10.5  22.1 ]  [ 34.1  11.6  46.1  10.5  10.6  23.1 ]  [ 34.1  11.6  46.1  10.5  10.6  24.1 ]  [ 34.1  11.6  11.5  11.4  31.1 ]  [ 34.1  11.6  11.5  32.1 ]  [ 34.1  11.6  11.5  33.1 ]  [ 34.1 ]  [ 34.1  11.6  35.1 ]  [ 34.1  11.6  11.7  36.1 ]  [ 34.1  11.6  11.7  37.1 ]  [ 34.1  11.6  46.1  47.1 ]  [ 34.1  11.6  46.1  48.1 ] ]
35.1,37.0,13.0,1.0,10.0,1.0,0.0,1.0,[ 11.6 ],[ [ 35.1  11.6  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 35.1  11.6  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 35.1  11.6  46.1  49.01 ] ],[ [ 35.1  11.6  46.1  10.5  21.1 ]  [ 35.1  11.6  46.1  10.5  22.1 ]  [ 35.1  11.6  46.1  10.5  10.6  23.1 ]  [ 35.1  11.6  46.1  10.5  10.6  24.1 ]  [ 35.1  11.6  11.5  11.4  31.1 ]  [ 35.1  11.6  11.5  32.1 ]  [ 35.1  11.6  11.5  33.1 ]  [ 35.1  11.6  34.1 ]  [ 35.1 ]  [ 35.1  11.6  11.7  36.1 ]  [ 35.1  11.6  11.7  37.1 ]  [ 35.1  11.6  46.1  47.1 ]  [ 35.1  11.6  46.1  48.1 ] ]
36.1,38.0,13.0,1.0,10.0,1.0,0.0,1.0,[ 11.7 ],[ [ 36.1  11.7  11.6  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 36.1  11.7  11.6  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 36.1  11.7  11.6  46.1  49.01 ] ],[ [ 36.1  11.7  11.6  46.1  10.5  21.1 ]  [ 36.1  11.7  11.6  46.1  10.5  22.1 ]  [ 36.1  11.7  11.6  46.1  10.5  10.6  23.1 ]  [ 36.1  11.7  11.6  46.1  10.5  10.6  24.1 ]  [ 36.1  11.7  11.6  11.5  11.4  31.1 ]  [ 36.1  11.7  11.6  11.5  32.1 ]  [ 36.1  11.7  11.6  11.5  33.1 ]  [ 36.1  11.7  11.6  34.1 ]  [ 36.1  11.7  11.6  35.1 ]  [ 36.1 ]  [ 36.1  11.7  37.1 ]  [ 36.1  11.7  11.6  46.1  47.1 ]  [ 36.1  11.7  11.6  46.1  48.1 ] ]
37.1,40.0,13.0,2.0,10.0,1.0,0.0,1.0,[ 11.7 ],[ [ 37.1  11.7  11.6  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 37.1  11.7  11.6  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 37.1  11.7  11.6  46.1  49.01 ] ],[ [ 37.1  11.7  11.6  46.1  10.5  21.1 ]  [ 37.1  11.7  11.6  46.1  10.5  22.1 ]  [ 37.1  11.7  11.6  46.1  10.5  10.6  23.1 ]  [ 37.1  11.7  11.6  46.1  10.5  10.6  24.1 ]  [ 37.1  11.7  11.6  11.5  11.4  31.1 ]  [ 37.1  11.7  11.6  11.5  32.1 ]  [ 37.1  11.7  11.6  11.5  33.1 ]  [ 37.1  11.7  11.6  34.1 ]  [ 37.1  11.7  11.6  35.1 ]  [ 37.1  11.7  36.1 ]  [ 37.1 ]  [ 37.1  11.7  11.6  46.1  47.1 ]  [ 37.1  11.7  11.6  46.1  48.1 ] ]
38.1,22.0,6.0,1.0,10.0,1.0,0.0,0.0,[ 10.2 ],[ [ 38.1  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 38.1  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 38.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 38.1  10.2  10.3  10.4  10.5  21.1 ]  [ 38.1  10.2  10.3  10.4  10.5  22.1 ]  [ 38.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 38.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 38.1  10.2  40.1  40.2  11.2  11.3  11.4  31.1 ]  [ 38.1  10.2  10.3  10.4  45.1  45.2  11.5  32.1 ]  [ 38.1  10.2  10.3  10.4  45.1  45.2  11.5  33.1 ]  [ 38.1  10.2  10.3  10.4  10.5  46.1  11.6  34.1 ]  [ 38.1  10.2  10.3  10.4  10.5  46.1  11.6  35.1 ]  [ 38.1  10.2  10.3  10.4  10.5  46.1  11.6  11.7  36.1 ]  [ 38.1  10.2  10.3  10.4  10.5  46.1  11.6  11.7  37.1 ]  [ 38.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 38.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
39.1,21.0,9.0,1.0,10.0,1.0,0.0,0.0,[ 11.2 ],[ [ 39.1  11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 39.1  11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 39.1  11.2  11.3  11.4  11.5  11.6  46.1  49.01 ] ],[ [ 39.1  11.2  11.3  11.4  11.5  11.6  46.1  10.5  21.1 ]  [ 39.1  11.2  11.3  11.4  11.5  11.6  46.1  10.5  22.1 ]  [ 39.1  11.2  11.3  11.4  11.5  11.6  46.1  10.5  10.6  23.1 ]  [ 39.1  11.2  11.3  11.4  11.5  11.6  46.1  10.5  10.6  24.1 ]  [ 39.1  11.2  11.3  11.4  31.1 ]  [ 39.1  11.2  11.3  11.4  11.5  32.1 ]  [ 39.1  11.2  11.3  11.4  11.5  33.1 ]  [ 39.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 39.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 39.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 39.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 39.1  11.2  11.3  11.4  11.5  11.6  46.1  47.1 ]  [ 39.1  11.2  11.3  11.4  11.5  11.6  46.1  48.1 ] ]
40.1,24.0,6.0,1.0,15.0,1.0,0.0,0.0,[ 10.2  40.2 ],[ [ 40.1  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 40.1  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 40.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 40.1  10.2  10.3  10.4  10.5  21.1 ]  [ 40.1  10.2  10.3  10.4  10.5  22.1 ]  [ 40.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 40.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 40.1  40.2  11.2  11.3  11.4  31.1 ]  [ 40.1  40.2  11.2  11.3  11.4  11.5  32.1 ]  [ 40.1  40.2  11.2  11.3  11.4  11.5  33.1 ]  [ 40.1  40.2  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 40.1  40.2  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 40.1  40.2  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 40.1  40.2  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 40.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 40.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
40.2,24.0,9.0,1.0,15.0,1.0,0.0,0.0,[ 11.2  40.1 ],[ [ 40.2  11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 40.2  11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 40.2  40.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 40.2  40.1  10.2  10.3  10.4  10.5  21.1 ]  [ 40.2  40.1  10.2  10.3  10.4  10.5  22.1 ]  [ 40.2  40.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 40.2  40.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 40.2  11.2  11.3  11.4  31.1 ]  [ 40.2  11.2  11.3  11.4  11.5  32.1 ]  [ 40.2  11.2  11.3  11.4  11.5  33.1 ]  [ 40.2  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 40.2  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 40.2  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 40.2  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 40.2  40.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 40.2  40.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
41.1,28.0,6.0,1.0,15.0,1.0,0.0,0.0,[ 10.3 ],[ [ 41.1  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 41.1  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 41.1  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 41.1  10.3  10.4  10.5  21.1 ]  [ 41.1  10.3  10.4  10.5  22.1 ]  [ 41.1  10.3  10.4  10.5  10.6  23.1 ]  [ 41.1  10.3  10.4  10.5  10.6  24.1 ]  [ 41.1  10.3  10.4  45.1  45.2  11.5  11.4  31.1 ]  [ 41.1  10.3  10.4  45.1  45.2  11.5  32.1 ]  [ 41.1  10.3  10.4  45.1  45.2  11.5  33.1 ]  [ 41.1  10.3  10.4  10.5  46.1  11.6  34.1 ]  [ 41.1  10.3  10.4  10.5  46.1  11.6  35.1 ]  [ 41.1  10.3  10.4  10.5  46.1  11.6  11.7  36.1 ]  [ 41.1  10.3  10.4  10.5  46.1  11.6  11.7  37.1 ]  [ 41.1  10.3  10.4  10.5  46.1  47.1 ]  [ 41.1  10.3  10.4  10.5  46.1  48.1 ] ]
42.1,27.0,9.0,1.0,15.0,1.0,0.0,0.0,[ 11.4 ],[ [ 42.1  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 42.1  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 42.1  11.4  11.5  11.6  46.1  49.01 ] ],[ [ 42.1  11.4  11.5  11.6  46.1  10.5  21.1 ]  [ 42.1  11.4  11.5  11.6  46.1  10.5  22.1 ]  [ 42.1  11.4  11.5  11.6  46.1  10.5  10.6  23.1 ]  [ 42.1  11.4  11.5  11.6  46.1  10.5  10.6  24.1 ]  [ 42.1  11.4  31.1 ]  [ 42.1  11.4  11.5  32.1 ]  [ 42.1  11.4  11.5  33.1 ]  [ 42.1  11.4  11.5  11.6  34.1 ]  [ 42.1  11.4  11.5  11.6  35.1 ]  [ 42.1  11.4  11.5  11.6  11.7  36.1 ]  [ 42.1  11.4  11.5  11.6  11.7  37.1 ]  [ 42.1  11.4  11.5  11.6  46.1  47.1 ]  [ 42.1  11.4  11.5  11.6  46.1  48.1 ] ]
43.1,31.0,6.0,1.0,15.0,1.0,0.0,0.0,[ 10.4 ],[ [ 43.1  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 43.1  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 43.1  10.4  10.5  46.1  49.01 ] ],[ [ 43.1  10.4  10.5  21.1 ]  [ 43.1  10.4  10.5  22.1 ]  [ 43.1  10.4  10.5  10.6  23.1 ]  [ 43.1  10.4  10.5  10.6  24.1 ]  [ 43.1  10.4  45.1  45.2  11.5  11.4  31.1 ]  [ 43.1  10.4  45.1  45.2  11.5  32.1 ]  [ 43.1  10.4  45.1  45.2  11.5  33.1 ]  [ 43.1  10.4  10.5  46.1  11.6  34.1 ]  [ 43.1  10.4  10.5  46.1  11.6  35.1 ]  [ 43.1  10.4  10.5  46.1  11.6  11.7  36.1 ]  [ 43.1  10.4  10.5  46.1  11.6  11.7  37.1 ]  [ 43.1  10.4  10.5  46.1  47.1 ]  [ 43.1  10.4  10.5  46.1  48.1 ] ]
44.1,31.0,9.0,1.0,15.0,1.0,0.0,0.0,[ 11.5 ],[ [ 44.1  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 44.1  11.5  11.4  11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 44.1  11.5  11.6  46.1  49.01 ] ],[ [ 44.1  11.5  11.6  46.1  10.5  21.1 ]  [ 44.1  11.5  11.6  46.1  10.5  22.1 ]  [ 44.1  11.5  11.6  46.1  10.5  10.6  23.1 ]  [ 44.1  11.5  11.6  46.1  10.5  10.6  24.1 ]  [ 44.1  11.5  11.4  31.1 ]  [ 44.1  11.5  32.1 ]  [ 44.1  11.5  33.1 ]  [ 44.1  11.5  11.6  34.1 ]  [ 44.1  11.5  11.6  35.1 ]  [ 44.1  11.5  11.6  11.7  36.1 ]  [ 44.1  11.5  11.6  11.7  37.1 ]  [ 44.1  11.5  11.6  46.1  47.1 ]  [ 44.1  11.5  11.6  46.1  48.1 ] ]
45.1,34.0,6.0,1.0,15.0,1.0,0.0,0.0,[ 10.4  45.2 ],[ [ 45.1  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 45.1  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 45.1  10.4  10.5  46.1  49.01 ] ],[ [ 45.1  10.4  10.5  21.1 ]  [ 45.1  10.4  10.5  22.1 ]  [ 45.1  10.4  10.5  10.6  23.1 ]  [ 45.1  10.4  10.5  10.6  24.1 ]  [ 45.1  45.2  11.5  11.4  31.1 ]  [ 45.1  45.2  11.5  32.1 ]  [ 45.1  45.2  11.5  33.1 ]  [ 45.1  45.2  11.5  11.6  34.1 ]  [ 45.1  45.2  11.5  11.6  35.1 ]  [ 45.1  45.2  11.5  11.6  11.7  36.1 ]  [ 45.1  45.2  11.5  11.6  11.7  37.1 ]  [ 45.1  10.4  10.5  46.1  47.1 ]  [ 45.1  10.4  10.5  46.1  48.1 ] ]
45.2,34.0,9.0,1.0,15.0,1.0,0.0,0.0,[ 11.5  45.1 ],[ [ 45.2  45.1  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 45.2  45.1  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 45.2  11.5  11.6  46.1  49.01 ] ],[ [ 45.2  45.1  10.4  10.5  21.1 ]  [ 45.2  45.1  10.4  10.5  22.1 ]  [ 45.2  45.1  10.4  10.5  10.6  23.1 ]  [ 45.2  45.1  10.4  10.5  10.6  24.1 ]  [ 45.2  11.5  11.4  31.1 ]  [ 45.2  11.5  32.1 ]  [ 45.2  11.5  33.1 ]  [ 45.2  11.5  11.6  34.1 ]  [ 45.2  11.5  11.6  35.1 ]  [ 45.2  11.5  11.6  11.7  36.1 ]  [ 45.2  11.5  11.6  11.7  37.1 ]  [ 45.2  11.5  11.6  46.1  47.1 ]  [ 45.2  11.5  11.6  46.1  48.1 ] ]
46.1,37.0,7.0,1.0,50.0,1.0,0.0,0.0,[ 10.5  47.1  48.1  11.6  49.01 ],[ [ 46.1  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 46.1  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 46.1  49.01 ] ],[ [ 46.1  10.5  21.1 ]  [ 46.1  10.5  22.1 ]  [ 46.1  10.5  10.6  23.1 ]  [ 46.1  10.5  10.6  24.1 ]  [ 46.1  11.6  11.5  11.4  31.1 ]  [ 46.1  11.6  11.5  32.1 ]  [ 46.1  11.6  11.5  33.1 ]  [ 46.1  11.6  34.1 ]  [ 46.1  11.6  35.1 ]  [ 46.1  11.6  11.7  36.1 ]  [ 46.1  11.6  11.7  37.1 ]  [ 46.1  47.1 ]  [ 46.1  48.1 ] ]
47.1,39.0,6.0,2.0,30.0,1.0,0.0,1.0,[ 46.1 ],[ [ 47.1  46.1  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 47.1  46.1  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 47.1  46.1  49.01 ] ],[ [ 47.1  46.1  10.5  21.1 ]  [ 47.1  46.1  10.5  22.1 ]  [ 47.1  46.1  10.5  10.6  23.1 ]  [ 47.1  46.1  10.5  10.6  24.1 ]  [ 47.1  46.1  11.6  11.5  11.4  31.1 ]  [ 47.1  46.1  11.6  11.5  32.1 ]  [ 47.1  46.1  11.6  11.5  33.1 ]  [ 47.1  46.1  11.6  34.1 ]  [ 47.1  46.1  11.6  35.1 ]  [ 47.1  46.1  11.6  11.7  36.1 ]  [ 47.1  46.1  11.6  11.7  37.1 ]  [ 47.1 ]  [ 47.1  46.1  48.1 ] ]
48.1,39.0,9.0,2.0,30.0,1.0,0.0,1.0,[ 46.1 ],[ [ 48.1  46.1  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 48.1  46.1  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 48.1  46.1  49.01 ] ],[ [ 48.1  46.1  10.5  21.1 ]  [ 48.1  46.1  10.5  22.1 ]  [ 48.1  46.1  10.5  10.6  23.1 ]  [ 48.1  46.1  10.5  10.6  24.1 ]  [ 48.1  46.1  11.6  11.5  11.4  31.1 ]  [ 48.1  46.1  11.6  11.5  32.1 ]  [ 48.1  46.1  11.6  11.5  33.1 ]  [ 48.1  46.1  11.6  34.1 ]  [ 48.1  46.1  11.6  35.1 ]  [ 48.1  46.1  11.6  11.7  36.1 ]  [ 48.1  46.1  11.6  11.7  37.1 ]  [ 48.1  46.1  47.1 ]  [ 48.1 ] ]
49.01,42.0,7.0,2.0,30.0,1.0,0.0,0.0,[ 46.1 ],[ [ 49.01  46.1  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 49.01  46.1  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 49.01 ] ],[ [ 49.01  46.1  10.5  21.1 ]  [ 49.01  46.1  10.5  22.1 ]  [ 49.01  46.1  10.5  10.6  23.1 ]  [ 49.01  46.1  10.5  10.6  24.1 ]  [ 49.01  46.1  11.6  11.5  11.4  31.1 ]  [ 49.01  46.1  11.6  11.5  32.1 ]  [ 49.01  46.1  11.6  11.5  33.1 ]  [ 49.01  46.1  11.6  34.1 ]  [ 49.01  46.1  11.6  35.1 ]  [ 49.01  46.1  11.6  11.7  36.1 ]  [ 49.01  46.1  11.6  11.7  37.1 ]  [ 49.01  46.1  47.1 ]  [ 49.01  46.1  48.1 ] ]
