id,	xcor,	ycor,	size,	capacity,	hidden-places,	info,	lock?, reacheables, exits_routes, rooms_routes
4.3,6.0,2.0,3.0,40.0,10.0,0.0,0.0,[ 4.1  4.2 ],[ [ 4.3  4.1  1.2  1.01 ]  [ 4.3  4.1  1.2  3.01 ]  [ 4.3  4.2  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 4.3  4.2  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 4.3  4.2  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 4.3  4.2  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 4.3  4.2  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 4.3  4.2  1.4  1.5  1.6  11.1  11.2  11.3  11.4  31.1 ]  [ 4.3  4.2  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 4.3  4.2  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 4.3  4.2  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 4.3  4.2  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 4.3  4.2  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 4.3  4.2  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 4.3  4.2  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 4.3  4.2  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
5.1,7.0,10.0,2.0,20.0,0.0,0.0,0.0,[ 1.3  5.2 ],[ [ 5.1  1.3  1.2  1.01 ]  [ 5.1  1.3  1.2  3.01 ]  [ 5.1  1.3  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 5.1  1.3  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 5.1  1.3  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 5.1  1.3  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 5.1  1.3  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 5.1  1.3  1.4  1.5  1.6  11.1  11.2  11.3  11.4  31.1 ]  [ 5.1  1.3  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 5.1  1.3  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 5.1  1.3  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 5.1  1.3  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 5.1  1.3  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 5.1  1.3  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 5.1  1.3  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 5.1  1.3  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
5.2,5.0,13.0,2.0,20.0,2.0,0.0,0.0,[ 5.1 ],[ [ 5.2  5.1  1.3  1.2  1.01 ]  [ 5.2  5.1  1.3  1.2  3.01 ]  [ 5.2  5.1  1.3  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 5.2  5.1  1.3  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 5.2  5.1  1.3  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 5.2  5.1  1.3  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 5.2  5.1  1.3  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 5.2  5.1  1.3  1.4  1.5  1.6  11.1  11.2  11.3  11.4  31.1 ]  [ 5.2  5.1  1.3  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 5.2  5.1  1.3  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 5.2  5.1  1.3  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 5.2  5.1  1.3  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 5.2  5.1  1.3  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 5.2  5.1  1.3  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 5.2  5.1  1.3  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 5.2  5.1  1.3  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
6.1,11.0,5.0,2.0,20.0,0.0,0.0,0.0,[ 1.4  6.2 ],[ [ 6.1  1.4  1.3  1.2  1.01 ]  [ 6.1  1.4  1.3  1.2  3.01 ]  [ 6.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 6.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 6.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 6.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 6.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 6.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  31.1 ]  [ 6.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 6.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 6.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 6.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 6.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 6.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 6.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 6.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
6.2,11.0,2.0,2.0,20.0,2.0,0.0,0.0,[ 6.1 ],[ [ 6.2  6.1  1.4  1.3  1.2  1.01 ]  [ 6.2  6.1  1.4  1.3  1.2  3.01 ]  [ 6.2  6.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 6.2  6.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 6.2  6.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 6.2  6.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 6.2  6.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 6.2  6.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  31.1 ]  [ 6.2  6.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 6.2  6.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 6.2  6.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 6.2  6.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 6.2  6.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 6.2  6.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 6.2  6.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 6.2  6.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
7.1,11.0,10.0,3.0,30.0,0.0,0.0,0.0,[ 1.4  7.2 ],[ [ 7.1  1.4  1.3  1.2  1.01 ]  [ 7.1  1.4  1.3  1.2  3.01 ]  [ 7.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 7.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 7.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 7.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 7.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 7.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  31.1 ]  [ 7.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 7.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 7.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 7.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 7.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 7.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 7.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 7.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
7.2,11.0,13.0,3.0,30.0,2.0,0.0,0.0,[ 7.1 ],[ [ 7.2  7.1  1.4  1.3  1.2  1.01 ]  [ 7.2  7.1  1.4  1.3  1.2  3.01 ]  [ 7.2  7.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 7.2  7.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 7.2  7.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 7.2  7.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 7.2  7.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 7.2  7.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  31.1 ]  [ 7.2  7.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 7.2  7.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 7.2  7.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 7.2  7.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 7.2  7.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 7.2  7.1  1.4  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 7.2  7.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 7.2  7.1  1.4  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
8.1,15.0,5.0,2.0,20.0,0.0,0.0,0.0,[ 1.5  8.2 ],[ [ 8.1  1.5  1.4  1.3  1.2  1.01 ]  [ 8.1  1.5  1.4  1.3  1.2  3.01 ]  [ 8.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 8.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 8.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 8.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 8.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 8.1  1.5  1.6  11.1  11.2  11.3  11.4  31.1 ]  [ 8.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 8.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 8.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 8.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 8.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 8.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 8.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 8.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
8.2,15.0,2.0,2.0,20.0,2.0,0.0,0.0,[ 8.1 ],[ [ 8.2  8.1  1.5  1.4  1.3  1.2  1.01 ]  [ 8.2  8.1  1.5  1.4  1.3  1.2  3.01 ]  [ 8.2  8.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 8.2  8.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 8.2  8.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 8.2  8.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 8.2  8.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 8.2  8.1  1.5  1.6  11.1  11.2  11.3  11.4  31.1 ]  [ 8.2  8.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 8.2  8.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 8.2  8.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 8.2  8.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 8.2  8.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 8.2  8.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 8.2  8.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 8.2  8.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
9.1,15.0,10.0,2.0,20.0,0.0,0.0,0.0,[ 1.5  9.2 ],[ [ 9.1  1.5  1.4  1.3  1.2  1.01 ]  [ 9.1  1.5  1.4  1.3  1.2  3.01 ]  [ 9.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 9.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 9.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 9.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 9.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 9.1  1.5  1.6  11.1  11.2  11.3  11.4  31.1 ]  [ 9.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 9.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 9.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 9.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 9.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 9.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 9.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 9.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
9.2,15.0,13.0,2.0,20.0,2.0,0.0,0.0,[ 9.1 ],[ [ 9.2  9.1  1.5  1.4  1.3  1.2  1.01 ]  [ 9.2  9.1  1.5  1.4  1.3  1.2  3.01 ]  [ 9.2  9.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 9.2  9.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 9.2  9.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 9.2  9.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 9.2  9.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 9.2  9.1  1.5  1.6  11.1  11.2  11.3  11.4  31.1 ]  [ 9.2  9.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 9.2  9.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 9.2  9.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 9.2  9.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 9.2  9.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 9.2  9.1  1.5  1.6  11.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 9.2  9.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 9.2  9.1  1.5  1.6  10.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
10.1,19.0,4.0,2.0,20.0,0.0,0.0,0.0,[ 12.1  14.1  1.6  10.2 ],[ [ 10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 10.1  10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 10.1  1.6  11.1  11.2  11.3  11.4  31.1 ]  [ 10.1  1.6  11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 10.1  1.6  11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 10.1  10.2  10.3  10.4  10.5  46.1  11.6  34.1 ]  [ 10.1  10.2  10.3  10.4  10.5  46.1  11.6  35.1 ]  [ 10.1  10.2  10.3  10.4  10.5  46.1  11.6  11.7  36.1 ]  [ 10.1  10.2  10.3  10.4  10.5  46.1  11.6  11.7  37.1 ]  [ 10.1  10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 10.1  10.2  10.3  10.4  10.5  46.1  48.1 ] ]
10.2,23.0,4.0,2.0,20.0,0.0,0.0,0.0,[ 15.1  16.1  38.1  40.1  10.1  10.3 ],[ [ 10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 10.2  10.3  10.4  10.5  46.1  49.01 ] ],[ [ 10.2  10.3  10.4  10.5  21.1 ]  [ 10.2  10.3  10.4  10.5  22.1 ]  [ 10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 10.2  40.1  40.2  11.2  11.3  11.4  31.1 ]  [ 10.2  10.3  10.4  45.1  45.2  11.5  32.1 ]  [ 10.2  10.3  10.4  45.1  45.2  11.5  33.1 ]  [ 10.2  10.3  10.4  10.5  46.1  11.6  34.1 ]  [ 10.2  10.3  10.4  10.5  46.1  11.6  35.1 ]  [ 10.2  10.3  10.4  10.5  46.1  11.6  11.7  36.1 ]  [ 10.2  10.3  10.4  10.5  46.1  11.6  11.7  37.1 ]  [ 10.2  10.3  10.4  10.5  46.1  47.1 ]  [ 10.2  10.3  10.4  10.5  46.1  48.1 ] ]
10.3,27.0,4.0,2.0,20.0,0.0,0.0,0.0,[ 17.1  18.1  10.2  41.1  10.4 ],[ [ 10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 10.3  10.4  10.5  46.1  49.01 ] ],[ [ 10.3  10.4  10.5  21.1 ]  [ 10.3  10.4  10.5  22.1 ]  [ 10.3  10.4  10.5  10.6  23.1 ]  [ 10.3  10.4  10.5  10.6  24.1 ]  [ 10.3  10.4  45.1  45.2  11.5  11.4  31.1 ]  [ 10.3  10.4  45.1  45.2  11.5  32.1 ]  [ 10.3  10.4  45.1  45.2  11.5  33.1 ]  [ 10.3  10.4  10.5  46.1  11.6  34.1 ]  [ 10.3  10.4  10.5  46.1  11.6  35.1 ]  [ 10.3  10.4  10.5  46.1  11.6  11.7  36.1 ]  [ 10.3  10.4  10.5  46.1  11.6  11.7  37.1 ]  [ 10.3  10.4  10.5  46.1  47.1 ]  [ 10.3  10.4  10.5  46.1  48.1 ] ]
10.4,32.0,4.0,2.0,20.0,0.0,0.0,0.0,[ 19.1  20.1  43.1  45.1  10.5  10.3 ],[ [ 10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 10.4  10.5  46.1  49.01 ] ],[ [ 10.4  10.5  21.1 ]  [ 10.4  10.5  22.1 ]  [ 10.4  10.5  10.6  23.1 ]  [ 10.4  10.5  10.6  24.1 ]  [ 10.4  45.1  45.2  11.5  11.4  31.1 ]  [ 10.4  45.1  45.2  11.5  32.1 ]  [ 10.4  45.1  45.2  11.5  33.1 ]  [ 10.4  10.5  46.1  11.6  34.1 ]  [ 10.4  10.5  46.1  11.6  35.1 ]  [ 10.4  10.5  46.1  11.6  11.7  36.1 ]  [ 10.4  10.5  46.1  11.6  11.7  37.1 ]  [ 10.4  10.5  46.1  47.1 ]  [ 10.4  10.5  46.1  48.1 ] ]
10.5,36.0,4.0,2.0,20.0,0.0,0.0,0.0,[ 10.6  21.1  22.1  46.1  10.4 ],[ [ 10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 10.5  46.1  49.01 ] ],[ [ 10.5  21.1 ]  [ 10.5  22.1 ]  [ 10.5  10.6  23.1 ]  [ 10.5  10.6  24.1 ]  [ 10.5  46.1  11.6  11.5  11.4  31.1 ]  [ 10.5  46.1  11.6  11.5  32.1 ]  [ 10.5  46.1  11.6  11.5  33.1 ]  [ 10.5  46.1  11.6  34.1 ]  [ 10.5  46.1  11.6  35.1 ]  [ 10.5  46.1  11.6  11.7  36.1 ]  [ 10.5  46.1  11.6  11.7  37.1 ]  [ 10.5  46.1  47.1 ]  [ 10.5  46.1  48.1 ] ]
10.6,39.0,4.0,2.0,30.0,0.0,1.0,0.0,[ 10.5  23.1  24.1 ],[ [ 10.6  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 10.6  10.5  10.4  10.3  10.2  10.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 10.6  10.5  46.1  49.01 ] ],[ [ 10.6  10.5  21.1 ]  [ 10.6  10.5  22.1 ]  [ 10.6  23.1 ]  [ 10.6  24.1 ]  [ 10.6  10.5  46.1  11.6  11.5  11.4  31.1 ]  [ 10.6  10.5  46.1  11.6  11.5  32.1 ]  [ 10.6  10.5  46.1  11.6  11.5  33.1 ]  [ 10.6  10.5  46.1  11.6  34.1 ]  [ 10.6  10.5  46.1  11.6  35.1 ]  [ 10.6  10.5  46.1  11.6  11.7  36.1 ]  [ 10.6  10.5  46.1  11.6  11.7  37.1 ]  [ 10.6  10.5  46.1  47.1 ]  [ 10.6  10.5  46.1  48.1 ] ]
11.1,19.0,11.0,2.0,20.0,0.0,0.0,0.0,[ 1.6  13.1  25.1  26.1  11.2 ],[ [ 11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 11.1  11.2  11.3  11.4  11.5  11.6  46.1  49.01 ] ],[ [ 11.1  1.6  10.1  10.2  10.3  10.4  10.5  21.1 ]  [ 11.1  1.6  10.1  10.2  10.3  10.4  10.5  22.1 ]  [ 11.1  1.6  10.1  10.2  10.3  10.4  10.5  10.6  23.1 ]  [ 11.1  1.6  10.1  10.2  10.3  10.4  10.5  10.6  24.1 ]  [ 11.1  11.2  11.3  11.4  31.1 ]  [ 11.1  11.2  11.3  11.4  11.5  32.1 ]  [ 11.1  11.2  11.3  11.4  11.5  33.1 ]  [ 11.1  11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 11.1  11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 11.1  11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 11.1  11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 11.1  11.2  11.3  11.4  11.5  11.6  46.1  47.1 ]  [ 11.1  11.2  11.3  11.4  11.5  11.6  46.1  48.1 ] ]
11.2,23.0,11.0,2.0,20.0,0.0,0.0,0.0,[ 11.3  27.1  28.1  39.1  40.2  11.1 ],[ [ 11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 11.2  11.3  11.4  11.5  11.6  46.1  49.01 ] ],[ [ 11.2  11.3  11.4  11.5  11.6  46.1  10.5  21.1 ]  [ 11.2  11.3  11.4  11.5  11.6  46.1  10.5  22.1 ]  [ 11.2  11.3  11.4  11.5  11.6  46.1  10.5  10.6  23.1 ]  [ 11.2  11.3  11.4  11.5  11.6  46.1  10.5  10.6  24.1 ]  [ 11.2  11.3  11.4  31.1 ]  [ 11.2  11.3  11.4  11.5  32.1 ]  [ 11.2  11.3  11.4  11.5  33.1 ]  [ 11.2  11.3  11.4  11.5  11.6  34.1 ]  [ 11.2  11.3  11.4  11.5  11.6  35.1 ]  [ 11.2  11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 11.2  11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 11.2  11.3  11.4  11.5  11.6  46.1  47.1 ]  [ 11.2  11.3  11.4  11.5  11.6  46.1  48.1 ] ]
11.3,26.0,11.0,2.0,20.0,0.0,0.0,0.0,[ 11.2  11.4 ],[ [ 11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  1.01 ]  [ 11.3  11.2  11.1  1.6  1.5  1.4  1.3  1.2  3.01 ]  [ 11.3  11.4  11.5  11.6  46.1  49.01 ] ],[ [ 11.3  11.4  11.5  11.6  46.1  10.5  21.1 ]  [ 11.3  11.4  11.5  11.6  46.1  10.5  22.1 ]  [ 11.3  11.4  11.5  11.6  46.1  10.5  10.6  23.1 ]  [ 11.3  11.4  11.5  11.6  46.1  10.5  10.6  24.1 ]  [ 11.3  11.4  31.1 ]  [ 11.3  11.4  11.5  32.1 ]  [ 11.3  11.4  11.5  33.1 ]  [ 11.3  11.4  11.5  11.6  34.1 ]  [ 11.3  11.4  11.5  11.6  35.1 ]  [ 11.3  11.4  11.5  11.6  11.7  36.1 ]  [ 11.3  11.4  11.5  11.6  11.7  37.1 ]  [ 11.3  11.4  11.5  11.6  46.1  47.1 ]  [ 11.3  11.4  11.5  11.6  46.1  48.1 ] ]
