BehaviorSpace results (NetLogo 6.1.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evacuation_scenario.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"app-T-F,attacker-speed-0.6-1.5,shooting-T,peace-350,mods-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/23/2020 06:59:54:763 +0100,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,43,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[run number],app-info?,shooting?,num-peacefuls,visibility-mod,sound-mod,num-violents,shoot-noise,attack-prob,attackers-efectivity,attackers-speed,initial-positions,leaders-percentage,app-percentage,defense-prob,not-alerted-speed,mean-speed,max-speed-deviation,max-iter,app-mode,first-blood,crowd-running,what-is-a-crowd?,[step],not-app-killed,app-killed,app-killed + not-app-killed,not-app-accident,app-accident,not-app-accident + app-accident,not-app-in-secure-room,app-in-secure-room,not-app-in-secure-room + app-in-secure-room,not-app-rescued,app-rescued,not-app-rescued + app-rescued,rooms
2699,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,370,10,8,18,2,4,6,70,49,119,111,96,207,true
2703,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,348,12,2,14,3,0,3,75,53,128,95,110,205,true
2693,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,229,7,3,10,5,1,6,62,56,118,98,118,216,true
2704,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,246,15,1,16,1,1,2,71,47,118,80,134,214,true
2700,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,333,7,4,11,4,0,4,60,47,107,95,133,228,true
2706,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,285,15,3,18,2,2,4,69,45,114,85,129,214,true
2705,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,358,14,4,18,1,0,1,63,67,130,93,108,201,true
2707,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,225,8,1,9,2,2,4,74,37,111,76,150,226,true
2709,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,201,10,5,15,3,3,6,69,46,115,82,132,214,true
2701,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,254,15,7,22,0,2,2,64,63,127,97,102,199,true
2702,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,301,12,1,13,3,2,5,47,49,96,104,132,236,true
2711,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,298,11,3,14,1,0,1,65,52,117,86,132,218,true
2714,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,258,9,4,13,2,1,3,75,49,124,91,119,210,true
2708,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,449,6,8,14,3,2,5,56,55,111,114,106,220,true
2713,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,261,20,16,36,3,0,3,59,64,123,72,116,188,true
2712,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,384,11,4,15,2,2,4,68,65,133,87,111,198,true
2716,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,201,11,8,19,3,2,5,62,50,112,97,117,214,true
2710,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,474,12,3,15,5,2,7,68,54,122,84,122,206,true
2715,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,352,5,1,6,1,3,4,74,42,116,105,119,224,true
2721,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,261,3,2,5,0,3,3,62,35,97,114,131,245,true
2719,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,424,7,7,14,4,2,6,70,39,109,94,127,221,true
2718,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,386,18,6,24,5,3,8,67,60,127,113,78,191,true
2717,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,365,6,8,14,0,5,5,62,69,131,96,104,200,true
2720,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,444,11,1,12,1,4,5,74,43,117,89,127,216,true
2724,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,260,6,5,11,2,4,6,63,44,107,102,124,226,true
2722,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,333,14,4,18,1,2,3,69,48,117,89,123,212,true
2723,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,282,12,5,17,2,1,3,60,57,117,107,106,213,true
2727,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,242,6,3,9,0,1,1,81,34,115,83,142,225,true
2729,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,227,5,0,5,2,3,5,68,39,107,99,134,233,true
2728,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,324,13,4,17,1,0,1,73,39,112,81,139,220,true
2726,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,345,10,6,16,4,2,6,72,45,117,86,125,211,true
2725,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,406,8,2,10,1,0,1,58,65,123,113,103,216,true
2730,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,320,9,3,12,3,1,4,63,61,124,110,100,210,true
2731,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,300,5,8,13,1,1,2,71,57,128,94,113,207,true
2732,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,229,8,7,15,0,1,1,62,63,125,102,107,209,true
2733,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,338,14,8,22,3,1,4,61,57,118,111,95,206,true
2740,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,154,2,0,2,1,1,2,62,16,78,113,155,268,true
2735,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,250,10,9,19,0,3,3,57,49,106,103,119,222,true
2739,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,331,6,5,11,3,1,4,58,67,125,99,111,210,true
2737,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,284,14,10,24,3,3,6,57,70,127,86,107,193,true
2736,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,329,10,5,15,3,6,9,67,50,117,100,109,209,true
2741,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,183,11,3,14,0,0,0,59,52,111,105,120,225,true
2734,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,323,13,4,17,2,3,5,59,77,136,96,96,192,true
2738,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,276,7,16,23,1,1,2,71,40,111,96,118,214,true
2747,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,124,2,3,5,0,3,3,60,18,78,117,147,264,true
2744,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,291,8,6,14,0,1,1,63,57,120,107,108,215,true
2748,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,283,8,4,12,4,5,9,63,56,119,81,129,210,true
2742,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,354,15,4,19,1,0,1,67,61,128,91,111,202,true
2743,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,355,17,8,25,1,2,3,56,63,119,98,105,203,true
2745,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,303,14,9,23,3,1,4,66,59,125,80,118,198,true
2746,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,353,8,6,14,5,1,6,69,56,125,110,95,205,true
2754,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,267,8,8,16,1,2,3,66,47,113,105,113,218,true
2753,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,205,11,1,12,0,3,3,79,48,127,80,128,208,true
2749,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,302,11,6,17,2,2,4,80,46,126,81,122,203,true
2752,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,306,18,8,26,2,1,3,61,59,120,85,116,201,true
2755,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,214,9,6,15,3,2,5,78,31,109,86,135,221,true
2756,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,286,14,5,19,5,1,6,68,42,110,81,134,215,true
2751,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,316,15,3,18,2,5,7,65,64,129,86,110,196,true
2761,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,260,11,7,18,1,1,2,67,45,112,89,129,218,true
2750,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,369,15,9,24,1,4,5,75,53,128,98,95,193,true
2759,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,156,1,1,2,2,5,7,56,17,73,122,146,268,true
2763,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,400,17,12,29,1,3,4,64,66,130,91,96,187,true
2765,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,255,13,8,21,4,3,7,70,50,120,77,125,202,true
2758,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,203,7,3,10,2,3,5,69,46,115,85,135,220,true
2768,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,194,11,4,15,1,5,6,66,34,100,100,129,229,true
2762,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,351,12,4,16,2,3,5,84,43,127,82,120,202,true
2764,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,353,9,8,17,0,1,1,58,54,112,109,111,220,true
2757,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,314,12,6,18,4,4,8,70,46,116,95,113,208,true
2760,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,304,6,4,10,1,1,2,75,40,115,90,133,223,true
2766,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,252,10,7,17,1,1,2,64,57,121,98,112,210,true
2771,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,237,7,0,7,4,3,7,79,41,120,89,127,216,true
2769,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,254,8,2,10,2,4,6,59,41,100,92,142,234,true
2774,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,288,11,4,15,0,0,0,71,53,124,86,125,211,true
2772,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,328,10,5,15,2,1,3,80,55,135,87,110,197,true
2776,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,259,10,1,11,2,4,6,73,61,134,88,111,199,true
2779,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,284,6,7,13,2,0,2,66,40,106,91,138,229,true
2770,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,303,18,9,27,4,0,4,69,55,124,82,113,195,true
2767,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,260,5,5,10,5,5,10,56,43,99,98,133,231,true
2775,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,342,14,3,17,2,1,3,80,46,126,89,115,204,true
2782,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,488,6,12,18,3,2,5,67,69,136,95,96,191,true
2780,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,258,6,9,15,1,2,3,67,49,116,87,129,216,true
2778,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,338,7,6,13,2,1,3,67,62,129,101,104,205,true
2784,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,219,9,5,14,1,0,1,67,61,128,98,109,207,true
2783,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,408,17,3,20,1,1,2,68,44,112,93,123,216,true
2777,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,428,10,1,11,4,3,7,58,44,102,114,116,230,true
2781,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,356,12,7,19,4,1,5,65,67,132,108,86,194,true
2789,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,252,12,3,15,3,2,5,71,47,118,94,118,212,true
2773,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,338,11,5,16,3,1,4,56,61,117,103,110,213,true
2785,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,444,9,3,12,2,4,6,59,79,138,105,89,194,true
2786,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,328,13,5,18,0,2,2,52,61,113,87,130,217,true
2787,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,256,14,8,22,5,2,7,67,46,113,87,121,208,true
2792,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,277,5,6,11,0,4,4,56,52,108,114,113,227,true
2791,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,312,7,5,12,0,0,0,62,57,119,113,106,219,true
2794,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,349,10,4,14,0,3,3,71,35,106,103,124,227,true
2795,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,278,17,13,30,0,3,3,68,65,133,85,99,184,true
2796,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,232,11,4,15,1,2,3,69,48,117,90,125,215,true
2788,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,500,15,6,21,0,2,2,68,62,130,83,113,196,true
2797,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,254,6,2,8,0,1,1,69,37,106,113,122,235,true
2793,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,450,8,11,19,2,1,3,67,62,129,103,96,199,true
2790,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,496,6,6,12,1,0,1,67,49,116,121,100,221,true
2799,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,224,8,4,12,1,1,2,64,50,114,93,129,222,true
2798,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,292,12,6,18,1,2,3,67,58,125,105,99,204,true
2802,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,230,4,4,8,1,2,3,55,53,108,93,138,231,true
2800,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,295,9,3,12,2,0,2,73,50,123,80,133,213,true
2803,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,290,9,3,12,0,1,1,68,44,112,98,127,225,true
2806,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,304,11,4,15,6,4,10,58,54,112,98,115,213,true
2808,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,267,9,0,9,1,1,2,75,60,135,92,112,204,true
2805,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,363,16,6,22,4,3,7,59,43,102,103,116,219,true
2801,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,381,15,7,22,3,0,3,57,76,133,98,94,192,true
2807,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,308,6,9,15,2,4,6,75,36,111,81,137,218,true
2809,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,288,3,3,6,0,3,3,56,45,101,99,141,240,true
2804,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,330,9,4,13,3,3,6,74,48,122,92,117,209,true
2811,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,291,7,6,13,3,1,4,72,27,99,110,124,234,true
2814,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,391,16,5,21,2,1,3,76,57,133,86,107,193,true
2817,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,283,11,1,12,1,0,1,80,55,135,80,122,202,true
2818,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,233,10,0,10,4,3,7,87,32,119,90,124,214,true
2813,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,247,8,3,11,0,4,4,74,37,111,92,132,224,true
2810,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,295,19,5,24,2,4,6,65,65,130,81,109,190,true
2816,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,309,15,3,18,1,2,3,75,42,117,93,119,212,true
2820,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,279,9,6,15,2,1,3,60,73,133,95,104,199,true
2815,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,378,8,0,8,1,2,3,76,32,108,97,134,231,true
2812,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,373,14,4,18,5,0,5,71,62,133,97,97,194,true
2819,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,272,13,0,13,4,1,5,77,32,109,94,129,223,true
2823,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,287,5,6,11,2,1,3,59,52,111,108,117,225,true
2825,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,300,6,4,10,2,2,4,62,56,118,88,130,218,true
2824,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,307,5,3,8,5,0,5,60,57,117,112,108,220,true
2822,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,267,9,3,12,0,4,4,72,19,91,112,131,243,true
2828,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,235,10,6,16,2,4,6,68,54,122,96,110,206,true
2821,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,302,17,4,21,4,0,4,63,53,116,120,89,209,true
2829,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,324,7,3,10,0,2,2,66,54,120,79,139,218,true
2833,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,322,8,6,14,2,1,3,58,66,124,113,96,209,true
2826,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,289,11,1,12,2,2,4,76,46,122,80,132,212,true
2835,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,272,20,13,33,4,3,7,58,50,108,102,100,202,true
2834,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,461,5,4,9,4,3,7,78,44,122,84,128,212,true
2832,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,208,2,7,9,1,2,3,75,44,119,111,108,219,true
2831,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,259,10,4,14,0,3,3,59,69,128,93,112,205,true
2837,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,268,11,4,15,1,3,4,67,43,110,98,123,221,true
2827,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,431,10,8,18,0,5,5,65,63,128,93,106,199,true
2830,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,457,17,11,28,3,3,6,66,66,132,86,98,184,true
2836,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,238,7,7,14,0,0,0,65,44,109,103,124,227,true
2839,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,500,6,3,9,0,2,2,75,53,128,96,114,210,true
2842,true,true,350,1,1,2,0.5,0.5,0.5,0.8,[0 73],0.2,50,0.1,0.5,2,0.15,500,2,true,true,20,296,8,3,11,2,5,7,58,60,118,93,121,214,true
